"Relative Time","Hits"
"00:00","0.125"
"00:08","0.75"
"00:16","0.875"
"00:24","0.125"
"00:32","0.75"
"00:40","0"
"00:48","0"
"00:56","2.5"
"01:04","0"
"01:12","2.5"
"01:20","0.125"
"01:28","2.375"
"01:36","0"
"01:44","0"
"01:52","0.125"
"02:00","0.875"
"02:08","0.125"
"02:16","0.875"
"02:24","1"
"02:32","0"
"02:40","0"
"02:48","0"
"02:56","1.25"
"03:04","0.125"
"03:12","1.125"
"03:20","1"
"03:28","0"
"03:36","0"
"03:44","0"
"03:52","0"
"04:00","0"
"04:08","0"
"04:16","1.429"
